"injected_interstitials_i","source_i","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.6229e-15,8.9907e-15,1,1232.5,1232.5,0,0
7.7046e-15,8.9966e-15,1,1235,1235,0,0
7.7863e-15,9.0016e-15,1,1237.5,1237.5,0,0
7.8682e-15,9.0057e-15,1,1240,1240,0,0
7.9501e-15,9.0089e-15,1,1242.5,1242.5,0,0
8.032e-15,9.0112e-15,1,1245,1245,0,0
8.114e-15,9.0126e-15,1,1247.5,1247.5,0,0
8.196e-15,9.0131e-15,1,1250,1250,0,0
8.278e-15,9.0127e-15,1,1252.5,1252.5,0,0
8.3477e-15,9.0116e-15,1,1255,1255,0,0
8.446e-15,9.009e-15,1,1257.5,1257.5,0,0
8.5115e-15,9.0066e-15,1,1260,1260,0,0
8.6097e-15,9.0018e-15,1,1262.5,1262.5,0,0
8.6751e-15,8.998e-15,1,1265,1265,0,0
8.7731e-15,8.991e-15,1,1267.5,1267.5,0,0
8.8384e-15,8.9857e-15,1,1270,1270,0,0
8.9361e-15,8.9767e-15,1,1272.5,1272.5,0,0
9.0011e-15,8.9699e-15,1,1275,1275,0,0
9.0984e-15,8.9587e-15,1,1277.5,1277.5,0,0
9.1631e-15,8.9506e-15,1,1280,1280,0,0
9.2599e-15,8.9373e-15,1,1282.5,1282.5,0,0
9.3243e-15,8.9277e-15,1,1285,1285,0,0
9.4206e-15,8.9123e-15,1,1287.5,1287.5,0,0
9.4845e-15,8.9013e-15,1,1290,1290,0,0
9.5802e-15,8.8838e-15,1,1292.5,1292.5,0,0
9.6437e-15,8.8714e-15,1,1295,1295,0,0
9.7386e-15,8.8519e-15,1,1297.5,1297.5,0,0
9.8016e-15,8.8381e-15,1,1300,1300,0,0
9.8956e-15,8.8165e-15,1,1302.5,1302.5,0,0
9.9581e-15,8.8015e-15,1,1305,1305,0,0
1.0051e-14,8.7778e-15,1,1307.5,1307.5,0,0
1.0113e-14,8.7614e-15,1,1310,1310,0,0
1.0205e-14,8.7358e-15,1,1312.5,1312.5,0,0
1.0266e-14,8.7181e-15,1,1315,1315,0,0
1.0357e-14,8.6905e-15,1,1317.5,1317.5,0,0
1.0418e-14,8.6715e-15,1,1320,1320,0,0
1.0508e-14,8.642e-15,1,1322.5,1322.5,0,0
1.0567e-14,8.6217e-15,1,1325,1325,0,0
1.0656e-14,8.5903e-15,1,1327.5,1327.5,0,0
1.0714e-14,8.5687e-15,1,1330,1330,0,0
1.0802e-14,8.5355e-15,1,1332.5,1332.5,0,0
1.0859e-14,8.5127e-15,1,1335,1335,0,0
1.0945e-14,8.4776e-15,1,1337.5,1337.5,0,0
1.1002e-14,8.4536e-15,1,1340,1340,0,0
1.1086e-14,8.4168e-15,1,1342.5,1342.5,0,0
1.1142e-14,8.3916e-15,1,1345,1345,0,0
1.1224e-14,8.3531e-15,1,1347.5,1347.5,0,0
1.1279e-14,8.3268e-15,1,1350,1350,0,0
1.136e-14,8.2865e-15,1,1352.5,1352.5,0,0
1.1413e-14,8.2591e-15,1,1355,1355,0,0
1.1492e-14,8.2172e-15,1,1357.5,1357.5,0,0
1.1545e-14,8.1887e-15,1,1360,1360,0,0
1.1622e-14,8.1452e-15,1,1362.5,1362.5,0,0
1.1673e-14,8.1157e-15,1,1365,1365,0,0
1.1748e-14,8.0706e-15,1,1367.5,1367.5,0,0
1.1798e-14,8.0401e-15,1,1370,1370,0,0
1.1871e-14,7.9935e-15,1,1372.5,1372.5,0,0
1.1919e-14,7.962e-15,1,1375,1375,0,0
1.199e-14,7.914e-15,1,1377.5,1377.5,0,0
1.2037e-14,7.8815e-15,1,1380,1380,0,0
1.2106e-14,7.8321e-15,1,1382.5,1382.5,0,0
1.2151e-14,7.7987e-15,1,1385,1385,0,0
1.2218e-14,7.748e-15,1,1387.5,1387.5,0,0
1.2261e-14,7.7137e-15,1,1390,1390,0,0
1.2326e-14,7.6617e-15,1,1392.5,1392.5,0,0
1.2368e-14,7.6266e-15,1,1395,1395,0,0
1.243e-14,7.5733e-15,1,1397.5,1397.5,0,0
1.247e-14,7.5374e-15,1,1400,1400,0,0
1.253e-14,7.483e-15,1,1402.5,1402.5,0,0
1.2568e-14,7.4463e-15,1,1405,1405,0,0
1.2625e-14,7.3907e-15,1,1407.5,1407.5,0,0
1.2662e-14,7.3534e-15,1,1410,1410,0,0
1.2716e-14,7.2968e-15,1,1412.5,1412.5,0,0
1.2752e-14,7.2587e-15,1,1415,1415,0,0
1.2803e-14,7.2011e-15,1,1417.5,1417.5,0,0
1.2837e-14,7.1623e-15,1,1420,1420,0,0
1.2885e-14,7.1038e-15,1,1422.5,1422.5,0,0
1.2917e-14,7.0645e-15,1,1425,1425,0,0
1.2963e-14,7.005e-15,1,1427.5,1427.5,0,0
1.2993e-14,6.9651e-15,1,1430,1430,0,0
1.3036e-14,6.9049e-15,1,1432.5,1432.5,0,0
1.3063e-14,6.8645e-15,1,1435,1435,0,0
1.3104e-14,6.8034e-15,1,1437.5,1437.5,0,0
1.313e-14,6.7625e-15,1,1440,1440,0,0
1.3167e-14,6.7008e-15,1,1442.5,1442.5,0,0
1.3191e-14,6.6595e-15,1,1445,1445,0,0
1.3225e-14,6.5971e-15,1,1447.5,1447.5,0,0
1.3247e-14,6.5553e-15,1,1450,1450,0,0
1.3278e-14,6.4924e-15,1,1452.5,1452.5,0,0
1.3298e-14,6.4502e-15,1,1455,1455,0,0
1.3326e-14,6.3868e-15,1,1457.5,1457.5,0,0
1.3343e-14,6.3443e-15,1,1460,1460,0,0
1.3368e-14,6.2804e-15,1,1462.5,1462.5,0,0
1.3384e-14,6.2376e-15,1,1465,1465,0,0
1.3406e-14,6.1733e-15,1,1467.5,1467.5,0,0
1.3419e-14,6.1303e-15,1,1470,1470,0,0
1.3438e-14,6.0656e-15,1,1472.5,1472.5,0,0
1.3449e-14,6.0223e-15,1,1475,1475,0,0
1.3465e-14,5.9574e-15,1,1477.5,1477.5,0,0
1.3474e-14,5.914e-15,1,1480,1480,0,0
1.3487e-14,5.8488e-15,1,1482.5,1482.5,0,0
1.3494e-14,5.8052e-15,1,1485,1485,0,0
1.3503e-14,5.7398e-15,1,1487.5,1487.5,0,0
1.3508e-14,5.6962e-15,1,1490,1490,0,0
1.3514e-14,5.6307e-15,1,1492.5,1492.5,0,0
1.3516e-14,5.587e-15,1,1495,1495,0,0
1.3519e-14,5.5214e-15,1,1497.5,1497.5,0,0
1.352e-14,5.4777e-15,1,1500,1500,0,0
1.3519e-14,5.4121e-15,1,1502.5,1502.5,0,0
1.3517e-14,5.3683e-15,1,1505,1505,0,0
1.3514e-14,5.3028e-15,1,1507.5,1507.5,0,0
1.351e-14,5.2591e-15,1,1510,1510,0,0
1.3503e-14,5.1936e-15,1,1512.5,1512.5,0,0
1.3497e-14,5.15e-15,1,1515,1515,0,0
1.3487e-14,5.0847e-15,1,1517.5,1517.5,0,0
1.3479e-14,5.0412e-15,1,1520,1520,0,0
1.3465e-14,4.976e-15,1,1522.5,1522.5,0,0
1.3455e-14,4.9327e-15,1,1525,1525,0,0
1.3438e-14,4.8677e-15,1,1527.5,1527.5,0,0
1.3426e-14,4.8246e-15,1,1530,1530,0,0
1.3406e-14,4.7599e-15,1,1532.5,1532.5,0,0
1.3392e-14,4.7169e-15,1,1535,1535,0,0
1.3368e-14,4.6526e-15,1,1537.5,1537.5,0,0
1.3352e-14,4.6099e-15,1,1540,1540,0,0
1.3326e-14,4.5459e-15,1,1542.5,1542.5,0,0
1.3307e-14,4.5034e-15,1,1545,1545,0,0
1.3278e-14,4.4399e-15,1,1547.5,1547.5,0,0
1.3257e-14,4.3977e-15,1,1550,1550,0,0
1.3225e-14,4.3346e-15,1,1552.5,1552.5,0,0
1.3202e-14,4.2927e-15,1,1555,1555,0,0
1.3167e-14,4.2301e-15,1,1557.5,1557.5,0,0
1.3142e-14,4.1886e-15,1,1560,1560,0,0
1.3104e-14,4.1265e-15,1,1562.5,1562.5,0,0
1.3077e-14,4.0853e-15,1,1565,1565,0,0
1.3036e-14,4.0238e-15,1,1567.5,1567.5,0,0
1.3007e-14,3.983e-15,1,1570,1570,0,0
1.2963e-14,3.9221e-15,1,1572.5,1572.5,0,0
1.2932e-14,3.8817e-15,1,1575,1575,0,0
1.2885e-14,3.8215e-15,1,1577.5,1577.5,0,0
1.2853e-14,3.7815e-15,1,1580,1580,0,0
1.2803e-14,3.7219e-15,1,1582.5,1582.5,0,0
1.2769e-14,3.6824e-15,1,1585,1585,0,0
1.2716e-14,3.6235e-15,1,1587.5,1587.5,0,0
1.268e-14,3.5844e-15,1,1590,1590,0,0
1.2625e-14,3.5262e-15,1,1592.5,1592.5,0,0
1.2587e-14,3.4877e-15,1,1595,1595,0,0
1.253e-14,3.4302e-15,1,1597.5,1597.5,0,0
1.249e-14,3.3922e-15,1,1600,1600,0,0
1.243e-14,3.3355e-15,1,1602.5,1602.5,0,0
1.2389e-14,3.298e-15,1,1605,1605,0,0
1.2326e-14,3.2421e-15,1,1607.5,1607.5,0,0
1.2283e-14,3.2051e-15,1,1610,1610,0,0
1.2218e-14,3.1501e-15,1,1612.5,1612.5,0,0
1.2174e-14,3.1137e-15,1,1615,1615,0,0
1.2106e-14,3.0594e-15,1,1617.5,1617.5,0,0
1.206e-14,3.0236e-15,1,1620,1620,0,0
1.199e-14,2.9702e-15,1,1622.5,1622.5,0,0
1.1943e-14,2.9349e-15,1,1625,1625,0,0
1.1871e-14,2.8824e-15,1,1627.5,1627.5,0,0
1.1822e-14,2.8477e-15,1,1630,1630,0,0
1.1748e-14,2.7961e-15,1,1632.5,1632.5,0,0
1.1698e-14,2.762e-15,1,1635,1635,0,0
1.1622e-14,2.7113e-15,1,1637.5,1637.5,0,0
1.1571e-14,2.6778e-15,1,1640,1640,0,0
1.1492e-14,2.628e-15,1,1642.5,1642.5,0,0
1.144e-14,2.5951e-15,1,1645,1645,0,0
1.136e-14,2.5463e-15,1,1647.5,1647.5,0,0
1.1306e-14,2.514e-15,1,1650,1650,0,0
1.1224e-14,2.4661e-15,1,1652.5,1652.5,0,0
1.1169e-14,2.4344e-15,1,1655,1655,0,0
1.1086e-14,2.3875e-15,1,1657.5,1657.5,0,0
1.103e-14,2.3565e-15,1,1660,1660,0,0
1.0945e-14,2.3104e-15,1,1662.5,1662.5,0,0
1.0888e-14,2.2801e-15,1,1665,1665,0,0
1.0802e-14,2.235e-15,1,1667.5,1667.5,0,0
1.0744e-14,2.2052e-15,1,1670,1670,0,0
1.0656e-14,2.1611e-15,1,1672.5,1672.5,0,0
1.0597e-14,2.132e-15,1,1675,1675,0,0
1.0508e-14,2.0889e-15,1,1677.5,1677.5,0,0
1.0448e-14,2.0604e-15,1,1680,1680,0,0
1.0357e-14,2.0182e-15,1,1682.5,1682.5,0,0
1.0297e-14,1.9904e-15,1,1685,1685,0,0
1.0205e-14,1.9492e-15,1,1687.5,1687.5,0,0
1.0144e-14,1.9221e-15,1,1690,1690,0,0
1.0051e-14,1.8818e-15,1,1692.5,1692.5,0,0
9.9892e-15,1.8553e-15,1,1695,1695,0,0
9.8956e-15,1.816e-15,1,1697.5,1697.5,0,0
9.833e-15,1.7901e-15,1,1700,1700,0,0
9.7386e-15,1.7518e-15,1,1702.5,1702.5,0,0
9.6754e-15,1.7265e-15,1,1705,1705,0,0
9.5802e-15,1.6892e-15,1,1707.5,1707.5,0,0
9.5165e-15,1.6646e-15,1,1710,1710,0,0
9.4206e-15,1.6281e-15,1,1712.5,1712.5,0,0
9.3564e-15,1.6042e-15,1,1715,1715,0,0
9.2599e-15,1.5687e-15,1,1717.5,1717.5,0,0
9.1954e-15,1.5453e-15,1,1720,1720,0,0
9.0984e-15,1.5108e-15,1,1722.5,1722.5,0,0
9.0335e-15,1.4881e-15,1,1725,1725,0,0
8.9361e-15,1.4545e-15,1,1727.5,1727.5,0,0
8.871e-15,1.4324e-15,1,1730,1730,0,0
8.7731e-15,1.3997e-15,1,1732.5,1732.5,0,0
8.7078e-15,1.3782e-15,1,1735,1735,0,0
8.6097e-15,1.3464e-15,1,1737.5,1737.5,0,0
8.5443e-15,1.3255e-15,1,1740,1740,0,0
8.446e-15,1.2946e-15,1,1742.5,1742.5,0,0
8.3805e-15,1.2744e-15,1,1745,1745,0,0
8.2821e-15,1.2444e-15,1,1747.5,1747.5,0,0
8.2165e-15,1.2247e-15,1,1750,1750,0,0
8.1181e-15,1.1956e-15,1,1752.5,1752.5,0,0
8.0525e-15,1.1765e-15,1,1755,1755,0,0
7.9542e-15,1.1482e-15,1,1757.5,1757.5,0,0
7.8886e-15,1.1297e-15,1,1760,1760,0,0
7.7904e-15,1.1023e-15,1,1762.5,1762.5,0,0
7.725e-15,1.0844e-15,1,1765,1765,0,0
7.627e-15,1.0578e-15,1,1767.5,1767.5,0,0
7.5618e-15,1.0404e-15,1,1770,1770,0,0
7.464e-15,1.0147e-15,1,1772.5,1772.5,0,0
7.399e-15,9.9788e-16,1,1775,1775,0,0
7.3016e-15,9.73e-16,1,1777.5,1777.5,0,0
7.2368e-15,9.5669e-16,1,1780,1780,0,0
7.1399e-15,9.3261e-16,1,1782.5,1782.5,0,0
7.0754e-15,9.1682e-16,1,1785,1785,0,0
6.9789e-15,8.9354e-16,1,1787.5,1787.5,0,0
6.9148e-15,8.7827e-16,1,1790,1790,0,0
6.8189e-15,8.5576e-16,1,1792.5,1792.5,0,0
6.7551e-15,8.41e-16,1,1795,1795,0,0
6.6598e-15,8.1925e-16,1,1797.5,1797.5,0,0
6.5965e-15,8.0499e-16,1,1800,1800,0,0
6.5019e-15,7.8398e-16,1,1802.5,1802.5,0,0
6.4391e-15,7.7022e-16,1,1805,1805,0,0
6.3452e-15,7.4994e-16,1,1807.5,1807.5,0,0
6.2828e-15,7.3665e-16,1,1810,1810,0,0
6.1898e-15,7.1708e-16,1,1812.5,1812.5,0,0
6.128e-15,7.0427e-16,1,1815,1815,0,0
6.0357e-15,6.8539e-16,1,1817.5,1817.5,0,0
5.9745e-15,6.7303e-16,1,1820,1820,0,0
5.8832e-15,6.5484e-16,1,1822.5,1822.5,0,0
5.8226e-15,6.4293e-16,1,1825,1825,0,0
5.7322e-15,6.254e-16,1,1827.5,1827.5,0,0
5.6722e-15,6.1393e-16,1,1830,1830,0,0
5.5828e-15,5.9704e-16,1,1832.5,1832.5,0,0
5.5236e-15,5.86e-16,1,1835,1835,0,0
5.4352e-15,5.6974e-16,1,1837.5,1837.5,0,0
5.3766e-15,5.5912e-16,1,1840,1840,0,0
5.2893e-15,5.4348e-16,1,1842.5,1842.5,0,0
5.2315e-15,5.3325e-16,1,1845,1845,0,0
5.1454e-15,5.1821e-16,1,1847.5,1847.5,0,0
5.0883e-15,5.0838e-16,1,1850,1850,0,0
5.0033e-15,4.9393e-16,1,1852.5,1852.5,0,0
4.947e-15,4.8448e-16,1,1855,1855,0,0
4.8632e-15,4.7059e-16,1,1857.5,1857.5,0,0
4.8077e-15,4.6152e-16,1,1860,1860,0,0
4.7251e-15,4.4818e-16,1,1862.5,1862.5,0,0
4.6705e-15,4.3946e-16,1,1865,1865,0,0
4.5892e-15,4.2666e-16,1,1867.5,1867.5,0,0
4.5354e-15,4.183e-16,1,1870,1870,0,0
4.4553e-15,4.0601e-16,1,1872.5,1872.5,0,0
4.4024e-15,3.9799e-16,1,1875,1875,0,0
4.3236e-15,3.8621e-16,1,1877.5,1877.5,0,0
4.2716e-15,3.7852e-16,1,1880,1880,0,0
4.1942e-15,3.6723e-16,1,1882.5,1882.5,0,0
4.143e-15,3.5986e-16,1,1885,1885,0,0
4.067e-15,3.4904e-16,1,1887.5,1887.5,0,0
4.0167e-15,3.4198e-16,1,1890,1890,0,0
3.942e-15,3.3162e-16,1,1892.5,1892.5,0,0
3.8927e-15,3.2486e-16,1,1895,1895,0,0
3.8194e-15,3.1494e-16,1,1897.5,1897.5,0,0
3.771e-15,3.0847e-16,1,1900,1900,0,0
3.6991e-15,2.9898e-16,1,1902.5,1902.5,0,0
3.6517e-15,2.928e-16,1,1905,1905,0,0
3.5812e-15,2.8372e-16,1,1907.5,1907.5,0,0
3.5347e-15,2.778e-16,1,1910,1910,0,0
3.4656e-15,2.6913e-16,1,1912.5,1912.5,0,0
3.4201e-15,2.6347e-16,1,1915,1915,0,0
3.3525e-15,2.5519e-16,1,1917.5,1917.5,0,0
3.3079e-15,2.4978e-16,1,1920,1920,0,0
3.2417e-15,2.4187e-16,1,1922.5,1922.5,0,0
3.1981e-15,2.3671e-16,1,1925,1925,0,0
3.1333e-15,2.2915e-16,1,1927.5,1927.5,0,0
3.0907e-15,2.2423e-16,1,1930,1930,0,0
3.0274e-15,2.1702e-16,1,1932.5,1932.5,0,0
2.9857e-15,2.1232e-16,1,1935,1935,0,0
2.9238e-15,2.0545e-16,1,1937.5,1937.5,0,0
2.8831e-15,2.0097e-16,1,1940,1940,0,0
2.8227e-15,1.9441e-16,1,1942.5,1942.5,0,0
2.7829e-15,1.9015e-16,1,1945,1945,0,0
2.724e-15,1.839e-16,1,1947.5,1947.5,0,0
2.6852e-15,1.7983e-16,1,1950,1950,0,0
2.6277e-15,1.7388e-16,1,1952.5,1952.5,0,0
2.5898e-15,1.7001e-16,1,1955,1955,0,0
2.5337e-15,1.6435e-16,1,1957.5,1957.5,0,0
2.4968e-15,1.6066e-16,1,1960,1960,0,0
2.4422e-15,1.5527e-16,1,1962.5,1962.5,0,0
2.4062e-15,1.5177e-16,1,1965,1965,0,0
2.353e-15,1.4664e-16,1,1967.5,1967.5,0,0
2.318e-15,1.4331e-16,1,1970,1970,0,0
2.2662e-15,1.3843e-16,1,1972.5,1972.5,0,0
2.2321e-15,1.3527e-16,1,1975,1975,0,0
2.1817e-15,1.3063e-16,1,1977.5,1977.5,0,0
2.1485e-15,1.2762e-16,1,1980,1980,0,0
2.0995e-15,1.2322e-16,1,1982.5,1982.5,0,0
2.0673e-15,1.2036e-16,1,1985,1985,0,0
2.0196e-15,1.1619e-16,1,1987.5,1987.5,0,0
1.9883e-15,1.1347e-16,1,1990,1990,0,0
1.942e-15,1.0951e-16,1,1992.5,1992.5,0,0
1.9115e-15,1.0693e-16,1,1995,1995,0,0
1.8666e-15,1.0317e-16,1,1997.5,1997.5,0,0
1.837e-15,1.0073e-16,1,2000,2000,0,0
1.7934e-15,9.7163e-17,1,2002.5,2002.5,0,0
1.7647e-15,9.4848e-17,1,2005,2005,0,0
1.7224e-15,9.1468e-17,1,2007.5,2007.5,0,0
1.6946e-15,8.9275e-17,1,2010,2010,0,0
1.6535e-15,8.6073e-17,1,2012.5,2012.5,0,0
1.6266e-15,8.3995e-17,1,2015,2015,0,0
1.5868e-15,8.0963e-17,1,2017.5,2017.5,0,0
1.5607e-15,7.8996e-17,1,2020,2020,0,0
1.5221e-15,7.6126e-17,1,2022.5,2022.5,0,0
1.4968e-15,7.4265e-17,1,2025,2025,0,0
1.4595e-15,7.155e-17,1,2027.5,2027.5,0,0
1.435e-15,6.9789e-17,1,2030,2030,0,0
1.3989e-15,6.7221e-17,1,2032.5,2032.5,0,0
1.3752e-15,6.5557e-17,1,2035,2035,0,0
1.3403e-15,6.313e-17,1,2037.5,2037.5,0,0
1.3174e-15,6.1557e-17,1,2040,2040,0,0
1.2836e-15,5.9263e-17,1,2042.5,2042.5,0,0
1.2615e-15,5.7777e-17,1,2045,2045,0,0
1.2289e-15,5.5612e-17,1,2047.5,2047.5,0,0
1.2075e-15,5.4209e-17,1,2050,2050,0,0
1.176e-15,5.2164e-17,1,2052.5,2052.5,0,0
1.1553e-15,5.084e-17,1,2055,2055,0,0
1.1249e-15,4.891e-17,1,2057.5,2057.5,0,0
1.105e-15,4.7661e-17,1,2060,2060,0,0
1.0756e-15,4.5842e-17,1,2062.5,2062.5,0,0
1.0564e-15,4.4664e-17,1,2065,2065,0,0
1.0281e-15,4.2948e-17,1,2067.5,2067.5,0,0
1.0096e-15,4.1838e-17,1,2070,2070,0,0
9.8226e-16,4.0221e-17,1,2072.5,2072.5,0,0
9.6439e-16,3.9175e-17,1,2075,2075,0,0
9.381e-16,3.7652e-17,1,2077.5,2077.5,0,0
9.2089e-16,3.6667e-17,1,2080,2080,0,0
8.9556e-16,3.5233e-17,1,2082.5,2082.5,0,0
8.79e-16,3.4306e-17,1,2085,2085,0,0
8.5462e-16,3.2957e-17,1,2087.5,2087.5,0,0
8.3867e-16,3.2084e-17,1,2090,2090,0,0
8.1522e-16,3.0815e-17,1,2092.5,2092.5,0,0
7.9988e-16,2.9994e-17,1,2095,2095,0,0
7.7732e-16,2.88e-17,1,2097.5,2097.5,0,0
7.6258e-16,2.8029e-17,1,2100,2100,0,0
7.4089e-16,2.6907e-17,1,2102.5,2102.5,0,0
7.2672e-16,2.6182e-17,1,2105,2105,0,0
7.0589e-16,2.5128e-17,1,2107.5,2107.5,0,0
6.9227e-16,2.4447e-17,1,2110,2110,0,0
6.7227e-16,2.3458e-17,1,2112.5,2112.5,0,0
6.592e-16,2.2818e-17,1,2115,2115,0,0
6.3999e-16,2.1889e-17,1,2117.5,2117.5,0,0
6.2745e-16,2.1289e-17,1,2120,2120,0,0
6.0902e-16,2.0417e-17,1,2122.5,2122.5,0,0
5.9699e-16,1.9855e-17,1,2125,2125,0,0
5.7932e-16,1.9037e-17,1,2127.5,2127.5,0,0
5.6778e-16,1.8509e-17,1,2130,2130,0,0
5.5084e-16,1.7743e-17,1,2132.5,2132.5,0,0
5.3979e-16,1.7248e-17,1,2135,2135,0,0
5.2356e-16,1.653e-17,1,2137.5,2137.5,0,0
5.1297e-16,1.6067e-17,1,2140,2140,0,0
4.9743e-16,1.5394e-17,1,2142.5,2142.5,0,0
4.8729e-16,1.496e-17,1,2145,2145,0,0
4.7241e-16,1.4331e-17,1,2147.5,2147.5,0,0
4.6271e-16,1.3924e-17,1,2150,2150,0,0
4.4848e-16,1.3335e-17,1,2152.5,2152.5,0,0
4.3919e-16,1.2955e-17,1,2155,2155,0,0
4.2558e-16,1.2404e-17,1,2157.5,2157.5,0,0
4.1671e-16,1.2048e-17,1,2160,2160,0,0
4.0369e-16,1.1533e-17,1,2162.5,2162.5,0,0
3.9521e-16,1.1201e-17,1,2165,2165,0,0
3.8278e-16,1.0719e-17,1,2167.5,2167.5,0,0
3.7468e-16,1.0408e-17,1,2170,2170,0,0
3.628e-16,9.9582e-18,1,2172.5,2172.5,0,0
3.5507e-16,9.6682e-18,1,2175,2175,0,0
3.4373e-16,9.2479e-18,1,2177.5,2177.5,0,0
3.3635e-16,8.9771e-18,1,2180,2180,0,0
3.2553e-16,8.5848e-18,1,2182.5,2182.5,0,0
3.1849e-16,8.3321e-18,1,2185,2185,0,0
3.0817e-16,7.9661e-18,1,2187.5,2187.5,0,0
3.0146e-16,7.7304e-18,1,2190,2190,0,0
2.9162e-16,7.389e-18,1,2192.5,2192.5,0,0
2.8522e-16,7.1693e-18,1,2195,2195,0,0
2.7585e-16,6.851e-18,1,2197.5,2197.5,0,0
2.6975e-16,6.6462e-18,1,2200,2200,0,0
2.6083e-16,6.3496e-18,1,2202.5,2202.5,0,0
2.5502e-16,6.1588e-18,1,2205,2205,0,0
2.4652e-16,5.8826e-18,1,2207.5,2207.5,0,0
2.41e-16,5.7049e-18,1,2210,2210,0,0
2.3291e-16,5.4477e-18,1,2212.5,2212.5,0,0
2.2765e-16,5.2823e-18,1,2215,2215,0,0
2.1996e-16,5.043e-18,1,2217.5,2217.5,0,0
2.1496e-16,4.8891e-18,1,2220,2220,0,0
2.0765e-16,4.6664e-18,1,2222.5,2222.5,0,0
2.029e-16,4.5233e-18,1,2225,2225,0,0
1.9595e-16,4.3163e-18,1,2227.5,2227.5,0,0
1.9143e-16,4.1832e-18,1,2230,2230,0,0
1.8483e-16,3.9908e-18,1,2232.5,2232.5,0,0
1.8055e-16,3.8672e-18,1,2235,2235,0,0
1.7428e-16,3.6884e-18,1,2237.5,2237.5,0,0
1.7021e-16,3.5736e-18,1,2240,2240,0,0
1.6426e-16,3.4076e-18,1,2242.5,2242.5,0,0
1.604e-16,3.3009e-18,1,2245,2245,0,0
1.5476e-16,3.1468e-18,1,2247.5,2247.5,0,0
1.5109e-16,3.0479e-18,1,2250,2250,0,0
1.4574e-16,2.9049e-18,1,2252.5,2252.5,0,0
1.4227e-16,2.8131e-18,1,2255,2255,0,0
1.372e-16,2.6805e-18,1,2257.5,2257.5,0,0
1.3391e-16,2.5954e-18,1,2260,2260,0,0
1.2911e-16,2.4724e-18,1,2262.5,2262.5,0,0
1.2599e-16,2.3935e-18,1,2265,2265,0,0
1.2144e-16,2.2796e-18,1,2267.5,2267.5,0,0
1.1849e-16,2.2065e-18,1,2270,2270,0,0
1.1419e-16,2.101e-18,1,2272.5,2272.5,0,0
1.114e-16,2.0333e-18,1,2275,2275,0,0
1.0732e-16,1.9356e-18,1,2277.5,2277.5,0,0
1.0468e-16,1.8729e-18,1,2280,2280,0,0
1.0083e-16,1.7825e-18,1,2282.5,2282.5,0,0
9.8335e-17,1.7245e-18,1,2285,2285,0,0
9.4694e-17,1.6408e-18,1,2287.5,2287.5,0,0
9.2335e-17,1.5872e-18,1,2290,2290,0,0
8.8895e-17,1.5098e-18,1,2292.5,2292.5,0,0
8.6666e-17,1.4602e-18,1,2295,2295,0,0
8.3417e-17,1.3887e-18,1,2297.5,2297.5,0,0
8.1313e-17,1.3429e-18,1,2300,2300,0,0
7.8246e-17,1.2768e-18,1,2302.5,2302.5,0,0
7.626e-17,1.2345e-18,1,2305,2305,0,0
7.3366e-17,1.1735e-18,1,2307.5,2307.5,0,0
7.1492e-17,1.1344e-18,1,2310,2310,0,0
6.8762e-17,1.0781e-18,1,2312.5,2312.5,0,0
6.6995e-17,1.042e-18,1,2315,2315,0,0
6.4422e-17,9.9005e-19,1,2317.5,2317.5,0,0
6.2757e-17,9.5677e-19,1,2320,2320,0,0
6.0332e-17,9.0882e-19,1,2322.5,2322.5,0,0
5.8763e-17,8.7813e-19,1,2325,2325,0,0
5.6478e-17,8.3393e-19,1,2327.5,2327.5,0,0
5.5001e-17,8.0564e-19,1,2330,2330,0,0
5.285e-17,7.6491e-19,1,2332.5,2332.5,0,0
5.1459e-17,7.3884e-19,1,2335,2335,0,0
4.9435e-17,7.0131e-19,1,2337.5,2337.5,0,0
4.8126e-17,6.773e-19,1,2340,2340,0,0
4.6222e-17,6.4275e-19,1,2342.5,2342.5,0,0
4.4991e-17,6.2065e-19,1,2345,2345,0,0
4.3201e-17,5.8884e-19,1,2347.5,2347.5,0,0
4.2044e-17,5.685e-19,1,2350,2350,0,0
4.0361e-17,5.3924e-19,1,2352.5,2352.5,0,0
3.9273e-17,5.2053e-19,1,2355,2355,0,0
3.7692e-17,4.9361e-19,1,2357.5,2357.5,0,0
3.6671e-17,4.7641e-19,1,2360,2360,0,0
3.5186e-17,4.5167e-19,1,2362.5,2362.5,0,0
3.4227e-17,4.3586e-19,1,2365,2365,0,0
3.2834e-17,4.1313e-19,1,2367.5,2367.5,0,0
3.1934e-17,3.986e-19,1,2370,2370,0,0
3.0626e-17,3.7772e-19,1,2372.5,2372.5,0,0
2.9782e-17,3.6438e-19,1,2375,2375,0,0
2.8556e-17,3.4521e-19,1,2377.5,2377.5,0,0
2.7764e-17,3.3297e-19,1,2380,2380,0,0
2.6615e-17,3.1537e-19,1,2382.5,2382.5,0,0
2.5873e-17,3.0414e-19,1,2385,2385,0,0
2.4795e-17,2.88e-19,1,2387.5,2387.5,0,0
2.41e-17,2.7769e-19,1,2390,2390,0,0
2.3091e-17,2.6289e-19,1,2392.5,2392.5,0,0
2.244e-17,2.5345e-19,1,2395,2395,0,0
2.1496e-17,2.3988e-19,1,2397.5,2397.5,0,0
2.0887e-17,2.3123e-19,1,2400,2400,0,0
